t, Vp, Vy, pitch, yaw, pitch_dot, yaw_dot, N/A
2.8800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 2045.38
2.9000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 2251.68
2.9200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1606.99
2.9400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 162.88
2.9600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -430.23
2.9800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 317.61
3.0000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 317.61
3.0200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1529.62
3.0400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1761.71
3.0600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1813.29
3.0800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1658.56
3.1000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 498.12
3.1200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1091.24
3.1400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, -69.20
3.1600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 730.21
3.1800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 2251.68
3.2000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1761.71
3.2200, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1942.23
3.2400, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 575.49
3.2600, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1065.45
3.2800, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1942.23
3.3000, 0.2149, -0.1197, 0.0000, 0.0015, -0.0000, -825.00, 1710.14
